Current Density (mA/cm^2),Cell Voltage (V),Temperature (°C),Energy Input (kWh/kg),Catalyst Cost (gm/kg),Faradaic Efficiency (%),Province,CO2 Emissions (kg CO2/kg Ethanol),Energy Cost ($/kg Ethanol)
238.60363803042898,2.8255691256620596,33.78644908366439,32.981121995829845,44.66469347828094,66.56560981257628,Alberta,17.80980587774812,5.507847373303584
236.0750058664217,3.153260214443482,42.98403678359492,37.42803676398177,57.89753078663015,49.61936652270436,Newfoundland and Labrador,0.6362766249876902,5.165069073429485
276.20617699658635,2.5820006865693537,46.505508205078094,34.804103669940716,49.45653810748584,50.8200891394207,Nunavut,29.2354470827502,13.051538876227768
272.53851695065316,2.761288759290555,46.35730359344259,34.78639493871698,57.70336279242937,39.75200578295329,Saskatchewan,25.394068305263396,6.3311238788464905
254.1805580982921,2.9627214326849605,44.56408789261154,33.83302240962446,38.46638961265059,46.538546524768556,Northwest Territories,5.751613809636159,13.093379672524668
238.1634329449251,3.3488665217486977,38.1889675437864,36.615830203262625,57.35226798774717,53.44252536233148,Northwest Territories,6.2246911345546465,14.170326288662636
264.5135992794092,3.2236444335320176,43.55318209401156,35.051452569310186,49.199124628602135,53.910864258312294,Nunavut,29.443220158220555,13.14429471349132
268.0239996493205,2.9004333511121585,44.56801737214116,34.74097137205816,49.10590708170953,54.58086828948372,Ontario,1.0422291411617448,4.34262142150727
249.61562348292762,2.859412848453295,41.28181796432993,32.6093453644012,45.765445023308835,57.138422946764614,Manitoba,0.0652186907288024,3.1304971549825154
266.18658843626275,3.2678219256261025,37.27463565284145,29.29458371033767,48.94969666973744,58.16044908561413,Northwest Territories,4.980079230757404,11.337003895900677
250.2619363469766,3.1836616253301746,39.70884572693349,29.097282288336732,51.69960985666113,,Nunavut,24.441717122202853,10.911480858126275
239.29987330879317,2.9623140185547108,40.1637329384413,31.27426762256246,45.05771545810101,52.50073079971727,Saskatchewan,22.830215364470593,5.691916707306367
255.9770772976107,3.1805837689295693,36.31493925513903,37.60482934276325,45.444969117482266,49.62269837907762,Alberta,20.30660784509216,6.280006500241464
227.68869298907697,3.2211674571806284,43.86123076689406,31.100283397430072,51.62903783410495,54.31067801827012,Newfoundland and Labrador,0.5287048177563113,4.29183910884535
230.7741930179115,2.8860375185121883,41.1326869039288,35.138762791399365,49.79769149196407,50.72094374545449,Nova Scotia,24.24574632606556,5.270814418709905
217.71355019416694,3.0606649255462304,48.76124756235434,33.7822525843961,,61.663710560620125,New Brunswick,10.13467577531883,4.290346078218304
280.5640121257891,2.651715125014764,35.85005020310583,34.72945055287725,53.10417544672271,55.42445570662689,Prince Edward Island,10.418835165863175,5.834547692883379
239.37230940185012,3.105821683526526,40.89393395385251,33.73191813192991,53.563099103214505,,Nunavut,28.334811230821124,12.649469299473715
276.2893400630851,3.0439318211127135,46.76510495957396,30.47152598042459,42.9255113674368,48.7682271470024,British Columbia,0.45707288970636883,3.7784692215726494
211.21180366172578,2.9210659962680454,37.02219231001199,35.6413327321279,,57.27868589767272,British Columbia,0.5346199909819185,4.419525258783859
299.7700266033106,2.783064395037427,33.447037263982565,35.77730466732011,44.108458825244995,56.18986818388472,Newfoundland and Labrador,0.6082141793444419,4.9372680440901755
245.61473486084432,2.7765280603556235,42.806472052357236,34.5870635265838,57.09427816361808,56.48124847300673,Manitoba,0.0691741270531676,3.3203580985520444
255.77508349909695,3.2794631924680666,31.08475108908754,34.705257181622315,46.18226212360327,52.73512888033305,Manitoba,0.06941051436324464,3.3317046894357425
,3.235075782566096,43.237991599227676,33.904765086246094,51.952820191246104,46.349431988308616,Nova Scotia,23.394287909509803,5.085714762936914
246.73356819723205,3.524897075540131,30.11367594508686,32.451100054636264,55.45835933477384,57.784689276212774,Manitoba,0.06490220010927253,3.1153056052450814
,2.758916860810023,41.48103480240754,34.350957193621454,53.29322688078055,57.36662956526566,Quebec,0.05839662722915647,2.507619875134366
231.56821810918944,3.038105256246469,46.15804306351049,33.45594260695213,49.51148960069281,51.71312567697481,Ontario,1.0036782782085638,4.181992825869016
243.81256025428385,2.893996955296664,39.933035415439306,31.772536853693396,54.51088552882324,59.19601076290692,Newfoundland and Labrador,0.5401331265127878,4.384610085809689
216.08445554413194,2.7558880703104203,41.19947866831278,34.12130931020155,41.27651798508765,58.23060601591301,Quebec,0.05800622582734264,2.4908555796447134
288.84346919563137,3.080685624014047,38.78948038625075,34.691798910804465,52.492121945785534,61.4639205681655,Ontario,1.040753967324134,4.336474863850558
244.58034680166534,3.3349267418881934,47.74906860481915,33.35028827524687,,57.716354453141605,Nova Scotia,23.011698909920337,5.00254324128703
273.69863258819026,3.0298553257529957,,33.62922842463308,48.470736746126086,55.153726976157515,Nunavut,28.248551876691785,12.610960659237403
308.0974766964067,3.1268986632448446,48.3900172963361,32.06111089009132,50.72207925038678,60.02519525865744,Saskatchewan,23.404610949766663,5.835122181996621
236.03135518802577,3.307169117686518,42.62588150333254,32.726913324328585,55.99912367455965,56.33599361935714,Manitoba,0.06545382664865718,3.141783679135544
257.10331667209755,2.920843630290113,42.95705146210209,31.81641258954053,54.85504610800477,58.45653957143726,Saskatchewan,23.225981190364585,5.790587091296376
259.50248891085823,2.8507474030498736,45.95245260286473,31.045657088501795,48.34999264364512,47.62006675509202,Saskatchewan,22.66332967460631,5.650309590107327
,3.26885038750844,36.720846303493644,30.94789631265083,51.135180013388464,57.87432236818084,Alberta,16.711864008831448,5.168298684212689
266.98500827645955,2.912124062807186,42.518200477632455,33.47897921429537,45.34756649052725,54.61062466386362,Northwest Territories,5.691426466430213,12.95636495593231
277.21397385133355,3.3394020661762314,35.62333097141522,34.667047257106404,48.19451611205845,58.597271915408534,Quebec,0.05893398033708088,2.530694449768767
241.50437304498934,3.063760804077372,49.266467885580326,33.3457310941563,51.39954977409633,,British Columbia,0.5001859664123445,4.134870655675381
258.90975190631406,3.0397090066974695,41.035016655167496,34.92089106420265,50.764950155511485,55.831065087208756,Saskatchewan,25.492250476867934,6.355602173684882
252.48781090412803,3.135706192373274,43.724693061859405,32.96888786357579,51.75915614321492,54.385498459134055,Saskatchewan,24.067288140410323,6.000337591170793
245.97799815741183,2.890835900816827,51.609120349356594,34.226647320761685,51.05023537197444,47.64215258526684,British Columbia,0.5133997098114252,4.244104267774449
270.57073062673976,2.920386853063789,46.18101829210411,34.281984388877405,47.371863742511614,55.9557865346633,British Columbia,0.514229765833161,4.2509660642207985
236.24996227666816,2.815238704799741,40.420568100595354,32.84720802421166,46.72817868657432,56.89013890108085,Newfoundland and Labrador,0.5584025364115983,4.5329147073412095
242.4586813245408,2.8147828974053892,53.407439795009836,28.989975150941085,48.35525558771616,54.55744284576397,Yukon,2.3191980120752866,4.203546396886457
221.89947065173536,2.817887131873471,35.37369283760878,33.79768825964524,51.40423172497894,58.12340614888112,Yukon,2.7038150607716194,4.90066479764856
240.50298192976618,3.086995961081904,38.38453839002518,31.267471048609863,51.0991479563413,53.4936493080094,Newfoundland and Labrador,0.5315470078263678,4.314911004708161
269.2599858865456,2.9849571969940327,41.80959739127168,32.186662423164954,52.16720964357032,50.493324544897064,Quebec,0.05471732611938042,2.3496263568910414
247.69378336932866,2.998038931914749,37.1907700953752,36.44096706045048,,53.68939646871854,Prince Edward Island,10.932290118135144,6.122082466155682
237.6569445679047,2.8127597938420603,41.70010448667111,34.038134784686115,49.79521679515003,59.677661987112664,Saskatchewan,24.84783839282086,6.194940530812873
212.46750592375554,3.269318671642795,36.490878153164715,31.846361365162075,,51.98151412784324,Prince Edward Island,9.553908409548622,5.350188709347229
219.30086945448522,3.3204358597427492,40.39182480081705,33.98973490359953,50.85286760246148,,Nunavut,28.551377319023608,12.746150588849826
222.83832179500212,2.9756062379150316,36.04265305792902,32.673888851832864,55.69245902696243,56.030111458493245,New Brunswick,9.80216665554986,4.149583884182774
250.97409327858824,3.0103742515419594,35.36687709904148,31.282948746662875,44.18090317147126,53.80163326610814,Yukon,2.50263589973303,4.536027568266117
285.957692680225,3.2258106826639117,45.54163888377459,31.73844875315948,51.43256507463609,59.10660282068172,Nunavut,26.66029695265396,11.901918282434806
262.3521253861452,3.257559334351082,43.986912551127716,34.460439431658536,54.87288721254587,53.64679089587947,Saskatchewan,25.15612078511073,6.271799976561853
247.44897758047784,3.1634656855164938,36.50444642981088,33.42318204042884,45.36582912710429,56.60489276888844,British Columbia,0.5013477306064326,4.144474573013176
265.5903888248443,3.199597006395763,39.57844223875586,30.479535909749877,50.89568171632263,61.281350157783734,Ontario,0.9143860772924963,3.8099419887187347
239.52150515692392,2.7932525963091583,48.05960108020992,33.900623071931456,48.44332733138854,63.46843788862976,Newfoundland and Labrador,0.5763105922228348,4.678285983926541
193.64002588902522,2.85323590471463,41.279293843707684,32.3935941702175,44.825764196568535,51.582936538785276,Northwest Territories,5.506911008936975,12.536320943874172
264.503716841546,3.3961426880746517,36.92747947636898,,49.78787555884052,58.56686499956301,Alberta,,
268.1211260787812,3.0091207546653465,39.170189622308506,34.97625087725162,51.56223294562601,61.76444260119352,Alberta,18.887175473715878,5.841033896501021
226.82902381434582,2.9969336711323016,40.15375462128198,34.5983005241365,53.446965244667155,62.89321940377627,Nunavut,29.062572440274657,12.974362696551186
252.04912592850118,3.2792760416093514,35.454462808525165,33.27808155614932,50.6279882020062,53.76189190098671,Ontario,0.9983424466844795,4.159760194518665
271.2345186836912,2.87138647992854,41.76103216974304,34.359211814428456,43.65623345394573,51.96132475505066,Newfoundland and Labrador,0.5841066008452838,4.741571230391127
222.25637498516065,3.09714519454566,42.58943196093571,32.73724722311948,55.990501603358396,57.5150628324295,Ontario,0.9821174166935844,4.092155902889935
274.4192410392157,3.3870627401989113,44.86075914307191,31.86702896189292,45.04607992912689,57.45194462826213,Newfoundland and Labrador,0.5417394923521797,4.397649996741223
267.5656114871425,2.889715922719317,40.23121798883446,28.84696150303785,44.159014676397916,49.573797905539486,New Brunswick,8.654088450911354,3.663564110885807
275.41001590132095,2.7238970428391722,36.74300213283931,34.799790475599,52.39810571446872,58.09202995543315,Quebec,0.059159643808518306,2.540384704718727
291.11869132506126,2.8096594826843413,42.391933150124224,34.93770375840174,,59.24676384158802,Saskatchewan,25.504523743633268,6.358662084029116
233.13307765998533,2.9133719203069903,42.213636477321316,35.44018187833827,44.9341356541165,56.79898592874228,Northwest Territories,6.024830919317507,13.715350386916912
266.6045878903448,2.8461831422859984,36.410417818590155,31.387772882456648,,56.1058035730982,Saskatchewan,22.913074204193354,5.71257466460711
225.02896738198666,3.077996473319444,,32.79627660348067,55.56869637551581,51.61984377693464,Ontario,0.9838882981044201,4.099534575435084
237.75510837259432,3.0082849240720226,48.44680549751379,30.101496404220278,36.71409407662691,,Alberta,16.25480805827895,5.026949899504786
288.3798505534731,3.3582859652852535,47.29698967518686,34.07268819928939,41.18760650056972,,Saskatchewan,24.87306238548125,6.201229252270668
265.1045288170533,2.9894545615610193,32.68326742718186,32.812426651838,51.49283926366525,55.62377521520083,Newfoundland and Labrador,0.5578112530812461,4.528114877953644
237.50900428746178,3.0744944943527055,45.85842090121967,32.95590267230182,45.36876076799016,47.01476728306639,Yukon,2.6364722137841454,4.778605887483764
231.95676251561366,3.020299094028203,40.229452596653594,36.80644198152333,48.5578839694706,57.05536467179124,British Columbia,0.5520966297228499,4.563998805708892
249.7464509027772,3.1415529795605166,37.18340749031758,33.40377125733053,41.52917920674341,59.22956793119833,British Columbia,0.501056568859958,4.142067635908986
234.7001390563468,2.847244790404219,26.244661960897805,36.061850557283414,50.89391763465093,56.63028608312184,Prince Edward Island,10.818555167185023,6.0583908936236135
214.4980133638773,2.9239383176855824,43.08780903193287,33.94318981965235,46.64326268943874,,Northwest Territories,5.7703422693409,13.13601446020546
247.481349030281,3.261398000352359,43.798559651540565,33.74505934050206,51.2149798829135,55.25718224288849,Saskatchewan,24.633893318566503,6.141600799971375
223.830437676705,3.149455233122522,37.558790370482704,30.125344226607673,55.92884698177707,53.710858097992606,Ontario,0.9037603267982302,3.765668028325959
239.27722854038993,3.208750833682468,35.41872613326587,31.44772372086855,58.390878379015334,60.84934937326481,Saskatchewan,22.95683831623404,5.723485717198075
285.0801925030006,2.932006420776048,38.40535081878808,30.669498440456326,54.687072205313264,57.89338750285415,Newfoundland and Labrador,0.5213814734877575,4.232390784782973
240.68283082290532,3.305146887632255,43.42533731074625,33.588664589186806,50.67024433709407,50.299592163126796,Saskatchewan,24.519725150106368,6.113136955231998
220.92023891556556,2.8868261775488637,46.48777744199752,,50.68453814518572,49.64821037437246,Yukon,,
263.2204146114715,,35.80142150545831,37.12477197424005,43.07222458418429,61.25241801562148,Prince Edward Island,11.137431592272014,6.236961691672328
,2.988420082931831,37.70312758488678,33.58504529974537,51.02095470249477,51.63136635098753,New Brunswick,10.07551358992361,4.265300753067661
270.15755459500315,3.2833212588005294,36.40351776287919,30.365217179471706,47.294736301026795,53.066470047795754,Newfoundland and Labrador,0.516208692051019,4.190399970767096
249.97114539465093,2.87603782864601,39.500100479198046,32.47460866937138,53.0677897516397,53.882602418368506,Yukon,2.5979686935497104,4.70881825705885
250.74941325597274,2.7452628810596296,37.67353289128378,35.88921681641665,48.86030045444052,63.88131558537387,Northwest Territories,6.1011668587908305,13.889126907953244
256.1528689838471,3.2658912897592876,36.38649153061499,32.912165770539886,,45.30663194143553,Nunavut,27.6462192472535,12.342062163952457
274.83719196794783,2.8659090777069434,47.378570083724284,31.67861119845231,40.70723788119408,56.7159072658994,British Columbia,0.4751791679767846,3.9281477886080864
227.887847177482,,31.21801859668608,33.69663334920231,53.101680713397826,62.69007276241065,Yukon,2.6957306679361848,4.886011835634334
271.249184860711,2.8663541627074243,34.44442868078503,32.758324835742684,,59.082315707993175,Alberta,17.68949541130105,5.470640247569029
253.6862321937889,2.961550096562254,39.42643808718985,33.55801976037229,49.39403725841294,56.6834593803912,New Brunswick,10.067405928111686,4.261868509567281
,3.329000418670425,43.27284824192415,32.12486309998444,49.20376954520335,50.7337042237236,British Columbia,0.48187294649976653,3.9834830243980703
225.3637429686937,3.2744557323066177,45.09186658647822,33.16169630141738,49.40345819807055,53.60500838108595,British Columbia,0.4974254445212607,4.112050341375755
234.07793832001695,3.3038585655771446,39.148992176262354,33.53814605682247,52.71939022165278,55.61129055769401,Yukon,2.6830516845457977,4.8630311782392575
216.78763833500318,2.919361264571355,42.55328150348641,34.20039405705933,56.3644410838851,54.122928542119034,Quebec,0.058140669897000855,2.4966287661653306
236.41920029310856,3.069929801557327,30.461487451932793,34.87355343069508,48.04814001003238,59.11155968916596,Newfoundland and Labrador,0.5928504083218165,4.812550373435922
246.23769292890242,3.105189950722436,35.581073203903024,30.711411426838715,53.87008528475015,64.58195487036826,Alberta,16.584162170492906,5.128805708282066
224.02155196815727,3.144872384798425,36.03023662750096,30.959272351519974,47.20045804158757,55.93457939183981,Northwest Territories,5.263076299758396,11.981238400038231
236.0536873391221,3.0147326170459228,44.821972250947326,31.238035126219135,,58.168199914652604,Prince Edward Island,9.37141053786574,5.247989901204815
255.96881109652728,3.309282638697713,42.063447542729065,37.30737076705662,48.189027105023335,,Northwest Territories,6.342253030399625,14.43795248685091
270.05368196687346,2.7645351503792948,39.94455496736153,30.717914752340953,52.033000968612455,51.87977159779295,New Brunswick,9.215374425702285,3.901175173547301
,3.2335234354727183,40.06870724100493,34.35153085051686,,57.70824152423479,New Brunswick,10.305459255155057,4.362644418015641
252.4618462409122,3.0514402609424045,38.122843064571526,31.38279484162981,44.90926332625091,48.634441649546105,Newfoundland and Labrador,0.5335075123077068,4.330825688144914
245.41891067487032,3.5979998078540145,40.472718641872696,,45.99172616847365,57.57181418446932,Ontario,,
236.86928813861564,2.995452572449442,40.01727877336152,33.032117888574305,53.38239526606502,49.46022649933654,Ontario,0.9909635366572291,4.129014736071788
243.22859003677618,2.7749550678920007,37.08535130442577,28.60281652586415,46.2536319368046,59.216688965306275,Nunavut,24.026365881725884,10.726056197199057
244.1167771945372,2.9710860261440106,36.928333070274675,35.74533087429991,44.58525362348955,49.14202059671691,Saskatchewan,26.094091538238935,6.505650219122583
263.74788626664434,2.8017776602342477,40.29321139172472,34.40339458805955,52.98183711055374,58.36490833895631,Nova Scotia,23.738342265761087,5.160509188208932
268.62645907890413,3.26366279195151,35.58278566188954,33.59750943494536,53.75018528210143,,Yukon,2.687800754795629,4.871638868067077
250.2999663792914,2.9358902951901205,43.07566528090584,34.72071491938597,,52.985149089955385,Newfoundland and Labrador,0.5902521536295615,4.791458658875264
236.10612621850873,2.979978545568795,36.77621283819302,30.648477933760187,45.68284562104427,,Manitoba,0.061296955867520375,2.942253881640978
206.9820260163106,3.0053569711372123,31.335902645828853,30.72371374003542,51.11689293398233,54.42157598593212,Yukon,2.457897099202834,4.454938492305136
230.5521732957729,2.836021164998979,38.82345206982242,33.0088411011028,53.95366072933317,57.86284199131432,Alberta,17.824774194595516,5.512476463884169
255.9547109420668,2.861704145738631,43.98371309440173,33.922175842183876,47.49657515872751,46.891474626326115,Nunavut,28.494627707434454,12.720815940818953
,2.727592515415106,43.447458355827166,29.76075203192834,48.08549625262256,52.96763412699084,Nunavut,24.999031706819807,11.160282011973127
244.92157918395748,2.5918016862359825,35.04877577056294,35.65223906695662,45.86223664899134,61.41043471330908,British Columbia,0.5347835860043493,4.420877644302621
218.37965576609707,2.975218170221986,36.35302357703972,35.11291335213839,57.093708769791014,55.47674514720222,Manitoba,0.07022582670427678,3.3708396818052857
242.9176549193911,2.8985248252595763,43.68974188869041,31.418568583828645,49.73161755245843,52.050455331732536,Alberta,16.96602703526747,5.246900953499384
264.8485109474789,,41.63485759966551,34.35077964581527,50.710157565296214,52.92903780840589,Newfoundland and Labrador,0.5839632539788596,4.740407591122508
214.05761107129769,3.099128655702376,37.30439202911218,32.571121184521544,,59.132277972778134,Quebec,0.055370906013686626,2.3776918464700727
175.23727869305458,3.1779680141243416,34.48372376001384,32.040948543398365,48.38522551906961,60.35298957671069,Nunavut,26.914396776454627,12.015355703774386
,3.077594112785289,42.38100188850324,32.93532094805637,53.649467482780025,57.632252570634094,Yukon,2.63482567584451,4.775621537468173
254.17637370536818,3.0281171485303378,31.678139857261094,30.275407668473836,49.90367621837567,58.44517048106176,Yukon,2.422032613477907,4.389934111928706
230.8983419420833,3.3626001682889677,28.71702011834507,33.93707025858311,54.06305815203742,,Newfoundland and Labrador,0.576930194395913,4.6833156956844695
265.2807000505199,2.920785338447361,46.17517523650453,34.46519590250767,54.09693310609791,53.647010430975364,Yukon,2.757215672200614,4.997453405863612
268.9663969088213,3.209204187446949,38.28796370068077,34.13801556170835,47.43724098501334,,Newfoundland and Labrador,0.580346264549042,4.711046147515753
221.25137611186364,3.5471258127564873,39.52116851199552,35.889868238752534,45.74958984040104,56.84072326371042,New Brunswick,10.76696047162576,4.558013266321572
266.85537724115557,3.2163613187022486,41.08402453157659,31.203666922104937,46.12766497128137,55.323555380161324,Nova Scotia,21.530530176252405,4.68055003831574
268.2542361586237,2.8181692586472566,43.66805482151186,34.12516613758459,35.966694676514095,48.98138549400895,British Columbia,0.5118774920637689,4.231520601060489
253.188526828055,2.826052390532177,,37.23225862977581,57.41504619755278,56.16643353128734,Yukon,2.9785806903820644,5.398677501317492
244.77902972473777,2.7979601925719453,40.553574655083096,,49.64732696634339,44.74286356801434,Prince Edward Island,,
271.13217550131117,3.1139605280184868,40.58572028204596,35.53277764789673,56.69335515912565,54.59861990518489,Northwest Territories,6.040572200142444,13.751184949736034
282.7200200992712,2.829836311505528,39.19085503754586,34.16726796505547,57.569618194336925,53.715728480843275,Prince Edward Island,10.250180389516641,5.7401010181293195
248.35363270654676,3.0323096500855122,33.06313574052422,33.22005568031393,53.34566191186552,49.02158666940809,Manitoba,0.06644011136062787,3.1891253453101376
255.01811570274484,2.6318950279247546,41.14017340717558,33.46148264129548,48.29855241315193,54.72990621820843,British Columbia,0.5019222396194323,4.1492238475206396
264.32955487942684,3.376008960280898,42.4410513033278,33.18849218935886,51.01036610756193,48.95860040452421,Nova Scotia,22.900059610657614,4.978273828403829
285.8241687522837,2.953664568319102,40.259771737005345,34.595562665772654,49.551862630428055,53.27487822872631,Saskatchewan,25.254760746014036,6.296392405170623
275.8424729889231,3.1216071178241185,37.424496685748345,34.92415906453567,53.587834800924824,46.93458919564719,British Columbia,0.523862385968035,4.330595724002423
239.95491147831154,2.904491505513394,41.99143509197989,30.44312386810307,57.47841154231871,62.425489177147675,Saskatchewan,22.22348042371524,5.540648543994759
275.2248019691718,2.834655059169396,42.92371758780294,31.24433908326998,54.42928339040868,43.20732866954419,Alberta,16.87194310496579,5.217804626906087
208.27768669716872,3.2499256637645155,43.77030909281483,31.126129729962997,56.78910064612042,57.145712603229335,Newfoundland and Labrador,0.529144205409371,4.295405902734894
260.6275917125316,3.002632641107222,47.25862831174608,32.10283084014393,47.49971877319033,45.67261242775748,New Brunswick,9.630849252043179,4.077059516698279
306.88044996221845,2.7902102962949744,41.955734628198925,32.860033671734485,50.14508518891752,54.69518053739638,Northwest Territories,5.586205724194863,12.716833030961245
,3.09548239199577,42.169138919983666,33.49502245465988,50.22770533824248,57.80534072089441,Nunavut,28.1358188619143,12.560633420497457
246.77993946352134,3.164835947901433,36.48869770885999,33.99028603018091,56.93175211291573,55.20573576092475,Quebec,0.057783486251307546,2.4812908802032063
,2.980006791991583,33.180829268030635,34.60486722325717,49.93569670545406,54.16399867660221,Prince Edward Island,10.381460166977151,5.813617693507205
243.20454140668403,2.7313690786418605,44.46328809648846,33.405070291508125,49.91757266637818,49.79343390355502,Yukon,2.67240562332065,4.843735192268678
268.94776560898526,3.291945143630512,45.51730307456012,32.729247486871344,47.064262107732404,51.83463566765707,Nunavut,27.492567888971926,12.273467807576754
267.3342248729868,3.1895191222649397,45.87271536310694,31.32593184063675,51.124380854192026,57.4147717255966,Alberta,16.916003193943844,5.231430617386337
263.5720752523929,2.844582735761778,37.08719094999992,31.94218474331733,51.53416366445812,51.294442001368225,Yukon,2.5553747794653865,4.631616787781013
254.5017514989373,2.9298215092304942,37.84245721222629,32.00728851960033,51.9496932865322,62.87543723823534,Nova Scotia,22.085029078524226,4.8010932779400495
265.4274126619372,3.001794291079981,33.87593490996486,34.54953206448329,,57.452721744425396,Saskatchewan,25.2211584070728,6.288014835735958
